Preamble	ID	age	Children	Ed_Years	Gender	Income	Age_if_Both	Age_if_Physically	Age_if_Mentally	Expected_Longevity	Health	Science_Interest	Religiosity	Life_Satisfaction	Self_Esteem	Optimism	Diseases
positive	73988770	59.5	0	0	Male	37500	150	85	85	65	0	4	0	1	1	1	1
positive	73988750	21	1	2	Female	12500	120	85	85	94.5	0	2	4	0	2	2	1
positive	73988782	29.5	2	2	Male	37500	120	120	120	84.5	2	3	0	1	2	2	0
positive	73988810	39.5	2	8	Female	150000	Unlimited	Unlimited	Unlimited	65	2	4	4	2	2	2	0
positive	73988694	29.5	2	2	Male	37500	Unlimited	Unlimited	85	84.5	1	0	3	1	2	2	0
positive	73988838	70	0	4	Female	87500	120	85	120	84.5	0	2	2	1	-1	1	1
positive	73988854	49.5	3	2	Female	12500	120	85	85	74.5	-1	3	4	0	-1	-2	3
positive	73988850	29.5	0	0	Female	12500	120	85	120	109.5	1	4	4	1	-2	-2	1
positive	73988706	49.5	0	4	Female	12500	120	85	85	94.5	0	2	3	1	1	1	1
positive	73988734	39.5	1	2	Male	62500	120	85	120	84.5	0	4	2	0	1	2	1
positive	73988858	29.5	1	2	Female	37500	120	150	85	84.5	-1	4	1	-1	-1	1	2
positive	73988818	59.5	0	2	Male	12500	150	85	85	84.5	-1	3	1	1	1	1	3
positive	73988870	49.5	0	4	Male	37500	Unlimited	85	85	84.5	0	3	1	1	1	1	0
positive	73988882	39.5	0	2	Female	37500	85	85	85	65	-1	4	0	-2	-2	-2	1
positive	73988762	21	0	2	Female	12500	Unlimited	150	85	84.5	-1	1	3	0	-1	1	1
positive	73988842	39.5	0	2	Female	37500	85	85	85	74.5	-1	4	3	-1	-1	-1	2
positive	73988794	39.5	0	4	Female	12500	85	Unlimited	120	94.5	2	4	4	2	2	2	0
positive	73988678	21	0	4	Male	12500	150	120	150	84.5	1	4	0	1	1	2	0
positive	73988890	59.5	0	0	Female	87500	Unlimited	85	85	84.5	0	0	3	2	-2	-2	2
positive	73988846	21	0	6	Male	62500	Unlimited	85	120	84.5	1	4	0	0	1	2	0
positive	73988874	21	0	2	Male	62500	Unlimited	120	150	84.5	2	4	0	1	1	1	0
positive	73988866	49.5	0	2	Female	12500	Unlimited	85	85	65	-2	1	0	-2	-2	-2	4
positive	73988898	70	0	4	Male	37500	85	85	85	84.5	0	3	4	1	1	2	0
positive	73988814	39.5	0	2	Male	12500	Unlimited	Unlimited	Unlimited	180	1	3	4	2	1	2	2
positive	73988878	21	0	2	Male	87500	Unlimited	85	120	74.5	0	3	0	0	-1	-1	0
positive	73988894	21	0	2	Female	12500	Unlimited	Unlimited	Unlimited	65	1	3	3	0	-1	-1	0
positive	73988930	39.5	2	2	Female	37500	Unlimited	150	85	65	-1	3	0	1	-2	-2	0
positive	73988910	39.5	2	0	Female	12500	Unlimited	Unlimited	Unlimited	109.5	0	2	2	1	1	1	0
positive	73988710	29.5	0	4	Male	37500	120	120	120	94.5	1	2	3	1	1	1	0
positive	73988886	21	0	2	Male	87500	Unlimited	Unlimited	Unlimited	74.5	0	4	0	0	-1	-1	1
positive	73988862	59.5	0	2	Male	12500	85	85	85	65	-1	3	0	-1	-1	-2	1
positive	73988914	70	2	0	Female	12500	85	85	85	84.5	0	1	2	1	1	2	0
positive	73988902	59.5	2	0	Female	12500	Unlimited	120	120	84.5	0	1	1	1	1	1	0
positive	73988906	21	0	2	Male	87500	Unlimited	Unlimited	85	84.5	1	4	0	1	-1	1	0
positive	73988926	59.5	0	4	Female	62500	120	85	85	109.5	2	3	2	1	1	2	0
positive	73988946	49.5	0	2	Male	12500	Unlimited	150	150	109.5	-1	4	0	1	-1	1	4
positive	73988834	21	0	2	Female	12500	120	85	85	94.5	1	0	0	1	1	1	0
positive	73988918	49.5	0	4	Male	37500	120	85	120	84.5	-1	3	4	2	2	2	4
positive	73988922	49.5	1	2	Female	37500	150	120	120	94.5	0	3	2	1	1	2	0
positive	73988938	39.5	0	2	Male	12500	Unlimited	Unlimited	85	65	-1	4	3	-1	-2	-2	3
positive	73988962	21	0	2	Male	12500	Unlimited	Unlimited	85	65	1	3	0	0	2	2	1
positive	73988966	21	0	0	Male	62500	Unlimited	120	120	84.5	2	4	0	1	1	1	0
positive	73988954	59.5	0	2	Male	12500	85	85	85	65	-1	3	0	-1	-1	-1	1
positive	73988934	21	0	2	Male	37500	85	85	85	74.5	1	2	4	2	1	2	0
positive	73988978	59.5	0	0	Female	37500	85	85	85	74.5	1	2	4	1	1	2	0
positive	73988942	29.5	3	2	Female	12500	120	85	85	94.5	1	1	3	0	1	1	0
positive	73989018	49.5	0	4	Female	87500	120	85	85	109.5	1	3	2	1	2	2	0
positive	73988958	29.5	0	4	Female	12500	85	85	85	84.5	1	3	0	0	-1	1	0
positive	73989002	29.5	3	0	Female	37500	Unlimited	120	150	84.5	0	1	0	1	1	1	0
positive	73989054	21	3	2	Male	12500	Unlimited	Unlimited	Unlimited	180	-2	0	0	-2	-2	-2	0
positive	73988994	59.5	2	2	Female	87500	Unlimited	85	85	84.5	1	3	0	1	-1	1	0
positive	73988970	21	1	0	Male	12500	Unlimited	120	85	84.5	1	3	1	0	-1	1	1
positive	73988986	49.5	0	4	Male	62500	Unlimited	120	120	84.5	1	4	2	0	-1	-1	0
positive	73989042	29.5	0	4	Male	37500	120	120	120	94.5	1	3	3	1	1	1	0
positive	73989006	29.5	0	0	Male	12500	Unlimited	Unlimited	Unlimited	180	1	4	0	0	1	1	0
positive	73989058	21	0	2	Male	12500	Unlimited	85	85	84.5	1	4	0	1	1	1	1
positive	73988998	29.5	0	4	Female	87500	Unlimited	85	150	94.5	1	1	0	1	1	2	1
positive	73988990	21	1	2	Female	37500	85	85	85	74.5	0	2	1	1	-1	-1	0
positive	73988982	21	0	2	Female	12500	120	120	120	134.5	0	3	3	1	2	2	0
positive	73989030	21	1	2	Female	37500	120	85	120	84.5	1	3	2	1	1	1	1
positive	73989014	29.5	0	4	Female	37500	Unlimited	120	120	74.5	0	3	2	1	-1	1	0
positive	73989010	49.5	0	4	Male	12500	120	85	85	65	0	3	1	0	1	-1	0
positive	73989062	59.5	2	2	Female	37500	85	85	85	65	-1	3	2	-1	-1	-2	2
positive	73989050	21	0	0	Male	37500	Unlimited	Unlimited	85	65	0	3	0	0	1	1	0
positive	73989102	70	0	0	Female	12500	85	85	85	84.5	-1	0	2	0	1	1	1
positive	73989046	29.5	0	0	Female	12500	Unlimited	Unlimited	Unlimited	180	1	2	1	-2	2	1	2
positive	73989122	21	0	2	Male	150000	Unlimited	85	85	74.5	0	4	0	1	2	1	0
positive	73989026	39.5	1	2	Female	12500	120	85	85	94.5	1	4	4	0	1	2	0
positive	73989066	39.5	2	4	Female	150000	Unlimited	120	Unlimited	109.5	1	4	3	1	1	2	0
positive	73989094	29.5	1	2	Female	37500	Unlimited	85	85	84.5	1	3	0	-1	1	-1	0
positive	73989090	21	2	2	Male	62500	85	85	85	65	-2	3	0	-1	-1	-2	0
positive	73989082	59.5	0	4	Female	62500	Unlimited	Unlimited	Unlimited	94.5	1	0	4	2	1	2	0
positive	73989078	29.5	0	4	Male	37500	Unlimited	85	85	65	1	3	0	0	-1	-1	1
positive	73989074	29.5	1	0	Female	12500	Unlimited	Unlimited	85	65	-2	3	0	-2	-2	-2	2
positive	73989022	49.5	2	2	Male	12500	Unlimited	120	120	84.5	-1	3	2	0	1	-1	2
positive	73989034	29.5	1	2	Male	62500	120	120	120	65	0	4	2	0	-1	1	0
positive	73989098	29.5	0	2	Male	37500	120	85	150	84.5	1	4	1	1	1	1	0
positive	73989150	29.5	2	0	Female	12500	Unlimited	Unlimited	Unlimited	84.5	1	3	4	-1	-1	1	0
positive	73989146	21	1	0	Female	37500	120	85	85	74.5	-1	2	3	0	-2	1	0
positive	73989138	21	0	2	Male	62500	Unlimited	85	85	84.5	2	3	0	0	1	1	0
positive	73989114	59.5	0	2	Male	37500	Unlimited	85	120	65	0	3	0	-1	-1	-2	1
positive	73989106	70	0	4	Male	37500	120	85	85	74.5	-1	1	1	-1	-1	-1	3
positive	73989118	29.5	1	4	Female	87500	120	120	85	109.5	2	4	4	2	2	2	0
positive	73989130	39.5	0	2	Female	12500	85	85	85	94.5	0	0	0	0	-1	1	0
positive	73989134	21	0	4	Female	12500	85	85	85	84.5	1	4	0	1	1	1	0
positive	73989110	49.5	3	2	Female	62500	85	85	85	65	-1	0	1	0	-2	-1	0
positive	73989190	29.5	1	4	Female	12500	120	120	85	65	1	2	2	1	-2	1	1
positive	73988974	29.5	0	2	Female	12500	Unlimited	Unlimited	85	84.5	0	2	0	0	1	1	0
positive	73989154	49.5	1	4	Female	62500	85	85	85	84.5	2	3	4	1	2	2	0
positive	73989038	21	0	2	Female	12500	85	85	85	84.5	0	4	0	0	-1	1	0
positive	73989166	21	3	2	Male	12500	Unlimited	85	Unlimited	74.5	0	2	2	1	2	1	0
positive	73989142	39.5	1	0	Female	12500	Unlimited	120	120	74.5	1	2	3	1	-1	1	0
positive	73989158	39.5	5	4	Female	87500	120	120	120	84.5	1	2	4	1	1	1	0
positive	73989170	29.5	0	4	Female	62500	Unlimited	Unlimited	120	74.5	2	3	2	0	1	1	0
positive	73989126	21	0	2	Female	12500	150	85	120	94.5	1	3	4	1	-1	1	0
positive	73989202	29.5	5	2	Female	12500	120	85	85	84.5	0	2	1	0	-1	1	1
positive	73989230	59.5	0	6	Female	37500	Unlimited	85	85	74.5	1	3	4	0	1	1	1
positive	73989182	39.5	3	2	Female	37500	Unlimited	Unlimited	Unlimited	109.5	2	4	4	2	2	2	0
positive	73989162	39.5	1	2	Female	37500	85	85	85	65	-2	0	4	-2	-2	-2	0
positive	73989222	29.5	0	2	Female	37500	85	85	85	74.5	1	3	2	0	1	-1	0
positive	73989214	21	1	0	Female	12500	85	85	85	84.5	0	3	0	-1	-2	-2	1
positive	73989210	21	0	4	Female	62500	85	120	85	65	0	1	0	-2	-2	-2	1
positive	73989186	21	0	2	Male	12500	120	85	85	84.5	2	3	2	2	1	1	0
positive	73989246	21	0	2	Male	62500	Unlimited	85	Unlimited	84.5	1	3	1	0	-1	1	0
positive	73989242	59.5	0	0	Female	62500	120	85	85	74.5	-1	1	3	1	1	1	1
positive	73989194	29.5	1	2	Female	62500	120	85	85	84.5	-1	4	3	0	1	1	1
positive	73989278	59.5	0	2	Male	37500	Unlimited	85	120	65	0	3	0	-1	-1	-2	1
positive	73989206	29.5	2	2	Female	37500	120	85	85	84.5	1	3	3	1	1	1	0
positive	73989226	21	0	0	Female	12500	Unlimited	Unlimited	85	65	2	4	0	1	1	1	1
positive	73989266	21	0	2	Male	12500	Unlimited	120	85	84.5	0	3	0	0	-1	-1	0
positive	73989302	59.5	0	0	Male	37500	Unlimited	Unlimited	Unlimited	94.5	1	2	4	2	2	2	0
positive	73989290	39.5	1	0	Female	12500	Unlimited	120	120	74.5	1	2	3	1	-1	1	0
positive	73989250	21	0	2	Female	12500	Unlimited	85	150	180	0	4	0	1	1	1	0
positive	73989270	29.5	5	2	Female	37500	Unlimited	120	120	74.5	1	3	3	1	-1	1	1
positive	73989218	39.5	3	4	Female	62500	120	85	85	94.5	1	4	4	0	1	1	0
positive	73989070	29.5	3	4	Female	62500	Unlimited	85	85	65	-2	4	3	-1	-2	-2	3
positive	73989310	49.5	0	6	Male	37500	85	120	120	74.5	-1	3	3	1	-2	-1	1
positive	73989258	29.5	1	2	Female	12500	Unlimited	Unlimited	Unlimited	180	0	4	0	0	1	1	0
positive	73989174	29.5	1	0	Female	12500	Unlimited	85	85	94.5	1	2	0	1	2	1	0
positive	73989294	29.5	2	2	Male	12500	Unlimited	Unlimited	Unlimited	84.5	-1	1	4	0	-1	1	1
positive	73989198	59.5	0	2	Female	12500	150	120	120	109.5	0	3	4	0	-1	-1	3
positive	73989338	21	0	0	Female	12500	Unlimited	150	85	109.5	1	3	4	-1	-1	1	0
positive	73989314	39.5	0	2	Female	12500	Unlimited	Unlimited	Unlimited	65	0	1	0	-2	-2	-2	1
positive	73989282	49.5	0	2	Female	12500	Unlimited	85	85	84.5	0	2	1	0	-1	1	1
positive	73989254	21	0	0	Female	12500	85	85	85	94.5	2	3	4	0	1	2	0
positive	73989286	49.5	1	2	Female	12500	85	85	85	74.5	0	2	3	0	1	1	0
positive	73989262	39.5	1	2	Female	62500	120	Unlimited	120	84.5	-1	1	1	1	-1	-1	2
positive	73989322	59.5	0	4	Female	62500	120	85	85	84.5	0	3	3	0	-1	1	1
positive	73989274	29.5	1	2	Female	37500	120	120	85	74.5	0	2	1	0	1	2	0
positive	73989362	49.5	1	4	Male	62500	120	120	120	74.5	1	3	0	0	1	1	0
positive	73989342	21	1	2	Female	37500	120	85	85	74.5	-1	2	1	-1	-1	-1	0
positive	73989178	29.5	1	4	Female	12500	120	120	120	94.5	1	4	4	1	1	1	0
positive	73989334	29.5	0	6	Female	62500	120	85	85	84.5	1	3	3	1	1	1	0
positive	73989366	49.5	1	0	Male	12500	120	120	85	94.5	-1	2	4	0	-1	-1	2
positive	73989354	29.5	3	0	Female	12500	120	120	85	84.5	0	1	3	1	-2	1	3
positive	73989330	59.5	0	2	Male	12500	Unlimited	Unlimited	Unlimited	180	0	4	0	0	1	1	0
positive	73989306	21	0	2	Male	150000	Unlimited	85	85	84.5	1	3	0	2	2	2	1
positive	73989318	29.5	5	4	Female	37500	Unlimited	Unlimited	Unlimited	84.5	0	1	4	2	-1	1	2
positive	73989346	21	1	0	Female	12500	150	120	120	94.5	0	1	0	0	-1	1	1
positive	73989358	39.5	2	2	Female	37500	Unlimited	120	120	84.5	1	3	2	2	1	2	1
positive	73989350	59.5	0	2	Female	12500	120	120	120	84.5	1	3	4	1	-1	1	3
positive	73989386	21	0	2	Female	37500	120	120	120	84.5	0	2	3	1	1	1	2
positive	73989326	29.5	0	2	Female	12500	150	120	85	109.5	0	3	4	0	1	1	0
positive	73989390	59.5	0	2	Female	12500	Unlimited	85	85	84.5	0	0	3	0	1	1	3
positive	73989402	39.5	0	0	Male	37500	Unlimited	150	85	65	1	3	0	1	2	2	0
positive	73989406	59.5	0	2	Female	12500	Unlimited	120	85	74.5	-1	3	2	0	1	-1	0
positive	73989374	21	3	2	Female	12500	Unlimited	120	85	180	2	0	4	2	2	1	0
positive	73989370	59.5	1	6	Female	37500	Unlimited	85	85	84.5	1	3	4	1	1	1	1
positive	73989298	21	0	2	Male	87500	150	85	120	84.5	2	4	4	1	1	2	0
positive	73989434	29.5	5	0	Female	37500	Unlimited	Unlimited	Unlimited	74.5	0	2	0	1	-1	2	0
positive	73989410	39.5	0	2	Female	12500	120	120	120	74.5	1	3	3	0	-1	-1	0
positive	73989398	49.5	0	4	Female	87500	120	85	85	84.5	1	3	4	0	1	1	1
positive	73989442	29.5	1	2	Female	37500	150	85	120	84.5	0	1	4	-2	-2	-2	1
positive	73989378	29.5	3	2	Female	12500	Unlimited	Unlimited	Unlimited	109.5	0	2	2	1	1	2	0
positive	73989426	21	0	2	Female	12500	85	85	85	65	0	3	3	0	-1	-1	0
positive	73989446	59.5	3	8	Male	87500	120	85	85	84.5	0	3	0	1	1	2	0
positive	73989394	59.5	2	4	Female	150000	85	85	85	84.5	2	2	4	2	1	1	0
positive	73989422	49.5	0	0	Female	12500	Unlimited	85	85	74.5	0	4	4	0	-1	1	4
positive	73989414	21	0	2	Female	62500	150	150	85	84.5	1	3	0	1	-1	-1	0
positive	73989450	39.5	3	4	Female	62500	150	85	85	94.5	0	2	1	-1	-2	-1	1
positive	73989462	49.5	0	2	Male	150000	Unlimited	120	150	109.5	1	4	4	1	1	2	0
positive	73989454	29.5	2	4	Female	37500	Unlimited	120	85	109.5	2	4	3	2	2	2	0
positive	73989418	29.5	0	0	Female	37500	120	85	85	84.5	-1	2	4	0	-1	1	0
positive	73989430	39.5	1	2	Female	37500	150	150	120	74.5	0	3	1	0	-1	-1	1
positive	73989466	70	0	0	Female	37500	120	120	120	94.5	1	2	2	1	1	1	0
positive	73989506	49.5	4	2	Female	37500	85	85	85	74.5	0	0	0	-1	-1	-2	0
positive	73989486	29.5	3	2	Female	37500	120	85	120	74.5	0	3	1	1	-1	-1	0
positive	73989470	21	0	2	Male	87500	150	85	85	84.5	1	3	1	1	1	1	0
positive	73989514	49.5	1	0	Female	37500	85	85	85	84.5	0	2	4	1	1	1	0
positive	73989482	39.5	0	6	Female	62500	120	85	150	94.5	-1	3	0	0	1	1	1
positive	73989490	49.5	1	2	Female	12500	150	120	120	94.5	1	3	4	0	-1	1	1
positive	73989522	29.5	5	0	Female	12500	85	85	85	65	0	2	4	-1	-2	-1	0
positive	73989458	70	2	0	Female	37500	85	85	85	84.5	0	3	2	2	2	2	1
positive	73989474	21	0	2	Male	150000	Unlimited	120	120	74.5	0	3	0	0	-1	-1	0
positive	73989538	59.5	0	2	Female	37500	120	120	85	84.5	1	2	2	0	-1	1	0
positive	73989494	29.5	0	2	Female	37500	Unlimited	Unlimited	Unlimited	74.5	0	3	0	0	-1	1	0
positive	73989502	29.5	0	2	Female	12500	85	85	85	84.5	1	4	4	1	2	1	0
positive	73989518	21	0	2	Male	12500	Unlimited	120	120	84.5	1	4	0	2	1	2	0
positive	73989534	59.5	0	0	Male	37500	Unlimited	Unlimited	Unlimited	109.5	0	4	3	0	1	2	1
positive	73989510	39.5	2	2	Female	12500	Unlimited	120	120	109.5	0	2	4	1	1	2	0
positive	73989498	29.5	0	2	Female	37500	120	120	120	134.5	0	2	3	0	-1	1	0
positive	73989526	39.5	0	0	Female	37500	85	85	85	74.5	-1	2	1	1	-1	1	1
positive	73989546	39.5	2	4	Female	150000	120	85	85	84.5	1	3	1	1	1	1	0
positive	73989530	59.5	0	2	Male	62500	120	85	85	84.5	0	3	4	1	2	1	2
positive	73989558	29.5	0	4	Female	62500	Unlimited	85	120	94.5	0	3	2	1	1	1	1
positive	73989550	21	0	2	Male	37500	85	85	120	65	-1	2	4	1	2	2	0
positive	73989574	49.5	0	0	Male	37500	85	85	120	84.5	2	3	3	2	2	2	0
positive	73989586	59.5	2	2	Female	12500	120	85	85	65	-1	1	0	0	1	1	2
positive	73989598	21	0	2	Female	12500	150	85	85	65	0	2	0	1	1	1	0
positive	73989542	49.5	0	6	Male	37500	85	85	85	74.5	0	3	0	1	1	1	0
positive	73989438	21	0	2	Female	12500	150	120	120	94.5	2	4	2	1	-1	1	0
positive	73989478	39.5	3	0	Female	12500	120	120	120	74.5	-2	2	2	-1	-1	-1	3
positive	73989554	21	0	0	Male	12500	Unlimited	85	85	65	-1	3	3	0	1	-1	0
positive	73989622	29.5	1	0	Female	37500	120	85	150	65	1	4	4	2	2	2	0
positive	73989582	21	0	2	Female	37500	Unlimited	Unlimited	Unlimited	94.5	1	3	4	1	-1	1	0
positive	73989634	29.5	0	2	Female	37500	Unlimited	150	85	84.5	2	2	0	1	2	2	0
positive	73989562	29.5	2	0	Male	12500	120	150	85	74.5	1	3	0	1	1	1	0
positive	73989590	59.5	0	8	Female	87500	Unlimited	Unlimited	Unlimited	134.5	1	3	3	1	1	1	0
positive	73989602	29.5	0	2	Female	12500	Unlimited	Unlimited	Unlimited	65	-1	4	0	-1	-2	-2	1
positive	73989578	21	0	4	Male	62500	85	85	120	74.5	0	3	0	1	1	1	0
positive	73989630	39.5	1	2	Female	12500	Unlimited	Unlimited	Unlimited	180	2	3	4	2	2	2	0
positive	73989566	49.5	1	6	Female	12500	Unlimited	120	85	84.5	0	4	3	2	1	2	1
positive	73989606	21	0	0	Female	37500	85	120	85	84.5	1	3	3	1	2	2	0
positive	73989674	39.5	0	2	Female	37500	Unlimited	85	85	84.5	1	2	3	1	1	1	1
positive	73989610	39.5	2	2	Female	37500	Unlimited	85	85	84.5	0	1	4	1	-1	1	1
positive	73989626	29.5	2	6	Female	37500	120	85	120	84.5	0	4	4	1	1	1	0
positive	73989638	21	0	4	Female	12500	85	120	85	94.5	1	3	0	0	-1	-1	1
positive	73989618	29.5	2	6	Male	37500	Unlimited	150	150	84.5	2	4	1	2	2	2	0
positive	73989666	49.5	2	4	Male	87500	Unlimited	Unlimited	Unlimited	65	-1	4	3	-1	-1	1	5
positive	73989654	21	0	0	Female	37500	85	85	85	84.5	-1	2	0	-1	-2	-2	2
positive	73989614	39.5	4	4	Female	62500	Unlimited	Unlimited	85	74.5	1	3	1	1	2	2	0
positive	73989646	39.5	0	4	Female	62500	85	85	85	84.5	1	3	0	0	-1	1	1
positive	73989658	29.5	0	4	Female	12500	120	85	85	94.5	2	3	0	0	-1	1	0
positive	73989642	59.5	1	2	Female	12500	150	85	85	84.5	0	4	2	1	1	2	2
positive	73989694	59.5	0	2	Male	12500	Unlimited	Unlimited	Unlimited	84.5	0	2	2	0	1	1	0
positive	73989662	21	0	2	Male	12500	85	120	85	84.5	1	2	2	1	1	1	0
positive	73989670	29.5	0	2	Male	62500	85	85	85	84.5	2	4	3	1	2	2	0
positive	73989682	21	0	2	Female	12500	85	85	85	84.5	0	3	1	1	-1	1	0
positive	73989706	29.5	0	4	Female	62500	Unlimited	85	120	94.5	0	3	2	1	1	1	1
positive	73989718	29.5	1	2	Male	12500	Unlimited	150	Unlimited	109.5	0	4	2	0	2	2	0
positive	73989686	29.5	0	2	Male	37500	Unlimited	85	85	74.5	0	3	0	0	1	1	0
positive	73989702	59.5	2	2	Female	12500	120	85	85	65	-1	1	0	0	1	1	2
positive	73989594	21	0	2	Female	12500	85	85	85	65	0	2	0	0	-1	1	0
positive	73989698	29.5	2	2	Male	12500	85	85	85	74.5	2	3	3	2	2	2	0
positive	73989678	21	1	2	Male	150000	85	85	85	84.5	0	4	0	0	-1	-1	0
positive	73989722	49.5	0	2	Male	62500	Unlimited	Unlimited	Unlimited	65	1	2	0	1	1	-1	0
positive	73989650	29.5	0	2	Female	62500	Unlimited	Unlimited	120	94.5	1	4	0	1	-1	2	2
positive	73989690	29.5	0	4	Female	12500	Unlimited	Unlimited	120	94.5	0	2	3	1	1	2	0
positive	73989770	29.5	0	0	Female	12500	Unlimited	120	120	109.5	0	1	2	0	1	2	0
positive	73989714	59.5	0	4	Female	62500	120	85	120	84.5	0	3	2	1	1	2	0
positive	73989710	29.5	0	4	Female	37500	Unlimited	Unlimited	85	94.5	1	4	0	1	1	1	0
positive	73989774	29.5	2	2	Male	12500	Unlimited	85	85	94.5	-1	4	2	1	1	1	1
positive	73989758	49.5	0	2	Female	12500	Unlimited	85	85	74.5	-1	2	3	1	-1	1	1
positive	73989766	70	0	0	Male	37500	Unlimited	150	85	65	-1	3	4	1	-1	1	1
positive	73989726	29.5	0	4	Female	87500	85	85	85	74.5	0	3	1	1	-1	1	1
positive	73989730	39.5	4	2	Male	37500	Unlimited	Unlimited	Unlimited	109.5	1	4	2	1	2	2	0
positive	73989734	21	0	0	Female	12500	Unlimited	Unlimited	Unlimited	74.5	1	2	0	0	-1	1	0
positive	73989794	39.5	0	2	Female	150000	Unlimited	Unlimited	Unlimited	109.5	2	4	0	2	1	1	0
positive	73989746	49.5	1	4	Female	12500	150	120	120	134.5	2	4	2	2	2	2	1
positive	73989782	49.5	0	0	Male	12500	120	120	120	109.5	2	2	4	2	1	2	0
positive	73989786	21	0	4	Male	37500	120	85	85	74.5	1	3	0	1	1	1	1
positive	73989778	21	0	2	Male	87500	Unlimited	85	85	94.5	0	4	0	1	-1	-1	0
positive	73989754	49.5	2	0	Male	12500	85	85	85	65	0	0	4	1	1	1	1
positive	73989750	59.5	1	2	Female	37500	Unlimited	120	120	94.5	1	3	3	0	1	1	0
positive	73989798	70	1	2	Male	37500	150	85	85	94.5	0	3	4	1	1	1	0
positive	73989810	39.5	2	6	Male	37500	120	85	120	84.5	0	2	2	1	1	1	0
positive	73989806	39.5	2	4	Female	12500	120	120	120	74.5	-1	0	2	1	-1	1	0
positive	73989818	49.5	0	2	Female	87500	85	85	85	74.5	-1	2	0	1	-1	2	1
positive	73989854	49.5	1	4	Female	12500	120	85	85	84.5	1	4	4	0	1	1	0
positive	73989846	39.5	0	0	Female	37500	85	Unlimited	85	84.5	1	2	2	0	1	2	0
positive	73989834	21	0	4	Male	150000	120	85	120	109.5	0	2	1	0	1	1	0
positive	73989802	39.5	2	2	Female	62500	Unlimited	85	85	84.5	0	3	2	0	-1	1	0
positive	73989850	21	0	2	Female	12500	85	85	85	65	0	2	0	0	-1	1	0
positive	73989830	29.5	1	0	Female	37500	Unlimited	Unlimited	85	94.5	-1	2	1	1	-1	1	1
positive	73989814	29.5	0	2	Male	62500	Unlimited	150	150	180	2	3	4	2	2	2	0
positive	73989826	49.5	0	0	Female	37500	85	85	85	65	0	3	3	1	1	2	2
positive	73989870	39.5	2	2	Female	37500	Unlimited	85	85	84.5	0	0	4	1	2	2	1
positive	73989874	70	1	2	Male	37500	85	85	85	94.5	1	3	4	1	1	1	0
positive	73989822	29.5	2	2	Female	37500	Unlimited	Unlimited	85	109.5	0	3	4	1	2	1	2
positive	73989838	29.5	0	4	Female	12500	120	Unlimited	120	109.5	2	3	2	2	1	2	0
positive	73989862	21	0	2	Female	12500	85	85	85	65	0	3	0	1	-1	1	1
positive	73989878	21	0	0	Female	37500	120	120	120	84.5	-1	1	0	-1	-2	-2	2
positive	73989910	21	0	0	Male	12500	120	Unlimited	85	109.5	0	3	3	-1	-1	-1	0
positive	73989894	59.5	0	2	Male	62500	Unlimited	85	85	84.5	1	3	3	1	1	1	0
positive	73989238	29.5	1	2	Female	37500	120	85	85	94.5	1	4	4	-1	2	2	0
positive	73989886	29.5	0	6	Female	12500	120	85	120	94.5	2	3	0	1	1	2	0
positive	73989890	39.5	2	6	Male	62500	Unlimited	120	120	94.5	1	4	3	0	1	1	0
positive	73989742	49.5	2	2	Female	62500	Unlimited	120	120	74.5	0	4	4	1	-1	1	0
positive	73989902	70	0	0	Female	12500	150	150	150	109.5	0	3	0	0	1	1	3
positive	73989866	49.5	0	6	Male	87500	120	85	85	84.5	0	4	3	1	1	1	1
positive	73989882	21	0	4	Female	37500	85	85	85	94.5	1	1	4	1	1	2	0
positive	73989930	39.5	1	4	Female	37500	Unlimited	150	150	84.5	1	1	4	0	1	1	1
positive	73989958	59.5	0	0	Female	37500	Unlimited	Unlimited	Unlimited	84.5	1	1	4	1	-1	1	0
positive	73989898	29.5	0	4	Female	12500	85	85	85	74.5	-1	2	4	2	2	2	1
positive	73989914	21	0	0	Female	62500	120	85	85	65	-1	3	0	1	-1	-1	1
positive	73989950	21	0	2	Male	12500	Unlimited	120	120	94.5	2	3	1	1	1	1	0
positive	73989918	59.5	0	0	Female	12500	150	150	120	74.5	-1	1	2	1	1	1	0
positive	73989922	29.5	0	4	Female	12500	120	85	120	94.5	2	3	0	1	1	1	0
positive	73989906	29.5	1	2	Female	37500	Unlimited	120	120	109.5	-1	1	0	-1	-2	-2	3
positive	73989946	49.5	3	6	Male	150000	Unlimited	120	120	94.5	2	2	3	2	2	2	0
positive	73989858	29.5	0	8	Male	12500	85	85	85	65	0	3	4	-2	-1	2	0
positive	73989790	49.5	0	2	Female	87500	150	120	85	109.5	1	2	4	0	2	1	1
positive	73989934	21	0	2	Female	12500	Unlimited	Unlimited	150	94.5	0	3	3	1	-1	2	1
positive	73989926	21	4	0	Female	62500	150	85	Unlimited	94.5	1	1	3	0	1	2	1
positive	73989962	49.5	0	4	Female	87500	Unlimited	85	85	84.5	1	3	4	1	1	1	1
positive	73989978	21	0	2	Female	37500	Unlimited	Unlimited	150	180	0	3	2	1	1	2	2
positive	73989998	39.5	0	4	Female	12500	Unlimited	Unlimited	Unlimited	65	2	4	4	0	-1	1	0
positive	73989994	49.5	0	2	Male	37500	Unlimited	150	150	65	0	1	0	-1	-1	-1	0
positive	73989942	49.5	0	2	Female	37500	120	85	Unlimited	84.5	1	2	4	1	1	1	0
